,,,,,,,,,,,,,,ClusterLabel
5516.0,1526759691.0,58056.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5517.0,1526759635.723344,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
5518.0,1526759692.0,36699.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5519.0,1526759691.513273,52219.0,22.0,2.995327,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5520.0,1526759692.508686,44035.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5521.0,1526759692.514664,51143.0,22.0,2.994034,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5522.0,1526759693.138628,41686.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5523.0,1526759693.508944,36380.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5524.0,1526759693.514707,46613.0,22.0,2.993988,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5525.0,1526759690.0,44106.0,22.0,4.718889,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5526.0,1526759694.508649,35900.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5527.0,1526759694.517066,41892.0,22.0,2.991609,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5528.0,1526759695.518681,51059.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5529.0,1526759695.519084,37564.0,22.0,2.999684,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5530.0,1526759696.518736,52339.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5531.0,1526759696.520706,59953.0,22.0,2.997978,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5532.0,1526759697.139716,41700.0,59353.0,2.998891,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5533.0,1526759697.518714,60365.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5534.0,1526759697.521926,44872.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5535.0,1526759642.762958,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
5536.0,1526759698.518875,52219.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5537.0,1526759698.523347,48778.0,22.0,2.995284,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5538.0,1526759700.0,51143.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5539.0,1526759699.523629,43651.0,22.0,2.99514,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5540.0,1526759694.0,44111.0,22.0,5.590193,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5541.0,1526759700.518749,46613.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5542.0,1526759700.525808,41112.0,22.0,2.992854,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5543.0,1526759701.518899,41892.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5544.0,1526759701.527088,54985.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5545.0,1526759702.528685,37564.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5546.0,1526759703.0,37539.0,22.0,2.998376,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5547.0,1526759704.0,59953.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5548.0,1526759703.530684,44328.0,22.0,2.998005,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5549.0,1526759704.148685,41700.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5550.0,1526759704.531808,37693.0,22.0,2.996882,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5551.0,1526759699.469006,44118.0,22.0,5.475973,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5552.0,1526759705.528718,48778.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5553.0,1526759705.541275,57258.0,22.0,2.997334,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5554.0,1526759707.0,43651.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5555.0,1526759706.534645,36746.0,22.0,2.993959,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5556.0,1526759707.528788,41112.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5557.0,1526759707.534803,52237.0,22.0,2.993887,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5558.0,1526759708.150846,41714.0,59353.0,2.997773,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5559.0,1526759708.537147,38430.0,22.0,2.991584,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5560.0,1526759709.538787,37539.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5561.0,1526759709.538982,34262.0,22.0,2.99987,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5562.0,1526759704.686398,44125.0,22.0,5.046016,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5563.0,1526759710.538686,44328.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5564.0,1526759710.541258,38778.0,22.0,2.997463,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5565.0,1526759712.0,37693.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5566.0,1526759711.540996,37560.0,22.0,0.287047,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5567.0,1526759712.548609,57258.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5568.0,1526759712.543258,46355.0,22.0,0.29985,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5569.0,1526759713.538954,36746.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5570.0,1526759713.544653,33677.0,22.0,0.347156,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5571.0,1526759709.466145,44131.0,22.0,4.709548,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5572.0,1526759714.538751,52237.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5573.0,1526759714.545547,51220.0,22.0,2.993096,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5574.0,1526759715.158704,41714.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5575.0,1526759715.538733,38430.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5576.0,1526759715.545893,48755.0,22.0,2.992839,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5577.0,1526759660.951797,123.0,123.0,0.015178,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
5578.0,1526759717.0,34262.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5579.0,1526759718.0,38778.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5580.0,1526759717.550225,41117.0,22.0,2.998658,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5581.0,1526759718.552711,32986.0,22.0,2.995932,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5582.0,1526759719.161742,41729.0,59353.0,2.996948,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5583.0,1526759713.870315,44137.0,22.0,5.622559,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
5584.0,1526759719.554104,35376.0,22.0,2.994664,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5585.0,1526759720.564013,44511.0,22.0,2.994797,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5586.0,1526759721.548794,51220.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5587.0,1526759722.0,56704.0,22.0,2.992024,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5588.0,1526759722.548874,48755.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5589.0,1526759722.558232,60914.0,22.0,2.990395,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5590.0,1526759723.560171,57768.0,22.0,0.257063,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5591.0,1526759719.093733,44143.0,22.0,4.810549,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
5592.0,1526759724.558851,41117.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5593.0,1526759724.562521,50979.0,22.0,2.996242,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5594.0,1526759725.558813,32986.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5595.0,1526759725.563949,39371.0,22.0,2.994941,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5596.0,1526759726.168675,41729.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5597.0,1526759726.558943,35376.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5598.0,1526759726.564183,39009.0,22.0,2.994519,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5599.0,1526759727.566374,59622.0,22.0,2.992322,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5600.0,1526759727.568736,44511.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5601.0,1526759728.558807,56704.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5602.0,1526759728.567732,46871.0,22.0,2.991092,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5603.0,1526759723.636667,44150.0,22.0,4.984603,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5604.0,1526759729.558953,60914.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5605.0,1526759729.569408,34896.0,22.0,2.999468,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5606.0,1526759730.172804,41743.0,59353.0,2.995972,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5607.0,1526759730.572492,35153.0,22.0,0.305106,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5608.0,1526759731.568903,50979.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5609.0,1526759732.0,36890.0,22.0,2.996347,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5610.0,1526759732.568987,39371.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5611.0,1526759733.0,37290.0,22.0,2.994818,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5612.0,1526759728.369775,44155.0,22.0,4.937186,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5613.0,1526759733.568874,39009.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5614.0,1526759733.574144,58009.0,22.0,2.994663,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5615.0,1526759734.569154,59622.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5616.0,1526759734.576452,49643.0,22.0,2.992365,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5617.0,1526759735.568938,46871.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5618.0,1526759735.577975,47216.0,22.0,0.293635,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5619.0,1526759736.578863,34896.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5620.0,1526759736.579659,47991.0,22.0,2.999266,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5621.0,1526759737.178723,41743.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5622.0,1526759737.581174,53276.0,22.0,2.997703,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5623.0,1526759733.021251,44162.0,22.0,4.759322,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5624.0,1526759682.846024,3.0,1.0,0.000477,180.0,0.0,0.0,0.0,0.0,3.0,264.0,0.0,0.0,o
5625.0,1526759738.578867,36890.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5626.0,1526759738.582514,39923.0,22.0,3.006253,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5627.0,1526759739.579154,37290.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5628.0,1526759739.584178,52654.0,22.0,2.994506,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5629.0,1526759740.578961,58009.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5630.0,1526759740.584309,39113.0,22.0,3.004729,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5631.0,1526759741.0,41757.0,59353.0,2.994897,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5632.0,1526759741.585908,40473.0,22.0,2.99294,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5633.0,1526759741.589086,49643.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5634.0,1526759742.587147,35360.0,22.0,2.991699,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5635.0,1526759737.524557,44167.0,22.0,5.209923,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
5636.0,1526759743.588614,40377.0,22.0,3.000432,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5637.0,1526759743.588844,47991.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5638.0,1526759744.589045,53276.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5639.0,1526759744.590777,48907.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5640.0,1526759745.590496,47237.0,22.0,2.998364,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5641.0,1526759745.598828,39923.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5642.0,1526759746.588947,52654.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5643.0,1526759746.593648,60008.0,22.0,0.347962,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5644.0,1526759747.594099,34623.0,22.0,2.994791,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5645.0,1526759747.598765,39113.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5646.0,1526759742.477842,44174.0,22.0,5.419178,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
5647.0,1526759748.188807,41757.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5648.0,1526759748.589034,40473.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5649.0,1526759748.596086,38300.0,22.0,0.283378,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5650.0,1526759749.588826,35360.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5651.0,1526759749.597368,37826.0,22.0,2.991376,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5652.0,1526759750.598798,46963.0,22.0,3.000127,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5653.0,1526759750.598914,40377.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5654.0,1526759751.600656,55594.0,22.0,2.998279,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5655.0,1526759696.867697,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
5656.0,1526759752.194794,41772.0,59353.0,2.994042,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5657.0,1526759747.598418,44181.0,22.0,4.67742,589.0,1801.0,0.0,0.0,0.0,14.0,1325.0,15.0,2589.0,n
5658.0,1526759752.601791,42763.0,22.0,2.997098,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5659.0,1526759697.995532,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
5660.0,1526759753.603547,56420.0,22.0,2.995422,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5661.0,1526759754.599223,34623.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5662.0,1526759754.603929,58430.0,22.0,2.994997,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5663.0,1526759755.604916,56326.0,22.0,2.993897,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5664.0,1526759756.598885,37826.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5665.0,1526759756.606184,38352.0,22.0,2.992608,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5666.0,1526759701.694437,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
5667.0,1526759752.013305,44186.0,22.0,5.067646,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
5668.0,1526759757.608663,41093.0,22.0,3.000299,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5669.0,1526759757.608891,46963.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5670.0,1526759758.608939,55594.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5671.0,1526759758.609569,44372.0,22.0,2.999551,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5672.0,1526759759.198814,41772.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5673.0,1526759759.609083,42763.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5674.0,1526759759.612198,38863.0,22.0,2.996693,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5675.0,1526759760.609051,56420.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5676.0,1526759760.613676,44136.0,22.0,2.995136,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5677.0,1526759761.608907,58430.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5678.0,1526759761.615017,45651.0,22.0,2.99384,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5679.0,1526759756.796228,44193.0,22.0,5.03343,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5680.0,1526759762.609219,56326.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5681.0,1526759762.616079,58217.0,22.0,2.992829,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5682.0,1526759763.0,41786.0,59353.0,2.99916,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5683.0,1526759763.608948,38352.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5684.0,1526759763.618531,57460.0,22.0,2.990214,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5685.0,1526759764.618941,41093.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5686.0,1526759764.619513,47458.0,22.0,2.999484,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5687.0,1526759765.618979,44372.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5688.0,1526759766.0,51049.0,22.0,2.997776,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5689.0,1526759761.580527,44198.0,22.0,4.86276,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5690.0,1526759766.618868,38863.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5691.0,1526759766.622401,50322.0,22.0,2.996667,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5692.0,1526759767.619275,44136.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5693.0,1526759767.624124,44530.0,22.0,2.994816,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5694.0,1526759768.619124,45651.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5695.0,1526759768.625268,50656.0,22.0,2.993596,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5696.0,1526759769.618978,58217.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5697.0,1526759769.626397,57062.0,22.0,2.992567,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5698.0,1526759770.208895,41786.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5699.0,1526759771.0,57460.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5700.0,1526759770.627798,44559.0,22.0,2.991079,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5701.0,1526759766.157015,44205.0,22.0,5.469091,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
5702.0,1526759771.628856,47458.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5703.0,1526759771.630446,34934.0,22.0,2.998692,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5704.0,1526759772.629103,51049.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5705.0,1526759773.0,37284.0,22.0,0.358253,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5706.0,1526759773.628997,50322.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5707.0,1526759773.632355,52539.0,22.0,2.996656,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5708.0,1526759774.210623,41800.0,59353.0,2.998296,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5709.0,1526759774.628933,44530.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5710.0,1526759774.634128,47669.0,22.0,2.994737,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5711.0,1526759775.629066,50656.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5712.0,1526759776.0,34813.0,22.0,2.993889,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5713.0,1526759771.316735,44211.0,22.0,4.446122,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5714.0,1526759776.629108,57062.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5715.0,1526759776.636507,37405.0,22.0,0.287521,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5716.0,1526759777.628982,44559.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5717.0,1526759777.639196,52670.0,22.0,2.999815,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5718.0,1526759778.639016,34934.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5719.0,1526759779.0,60599.0,22.0,2.998584,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5720.0,1526759779.641432,42529.0,22.0,2.997522,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5721.0,1526759780.639256,52539.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5722.0,1526759780.643163,54007.0,22.0,2.99579,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5723.0,1526759781.218896,41800.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5724.0,1526759775.517134,44217.0,22.0,5.815447,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
5725.0,1526759781.639119,47669.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5726.0,1526759781.645749,41701.0,22.0,2.993115,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5727.0,1526759782.639291,34813.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
5728.0,1526759782.644479,59703.0,22.0,2.994487,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
5729.0,1526759783.647047,48267.0,22.0,0.323218,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
5730.0,1526759784.648169,33481.0,22.0,2.990762,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
