,,ClusterLabel
45.7,27.5,o
45.7,27.5,o
45.7,27.5,o
45.7,27.51,o
45.7,27.49,o
45.7,27.49,o
45.7,27.49,o
45.7,27.49,o
45.7,27.49,o
45.7,27.5,o
45.7,27.5,o
45.7,27.49,o
45.74,27.5,o
45.74,27.5,o
45.74,27.51,o
45.74,27.52,o
45.74,27.5,o
45.7,27.52,o
45.7,27.51,o
45.7,27.52,o
45.7,27.51,o
45.7,27.51,o
45.7,27.51,o
45.7,27.51,o
45.7,27.5,o
45.7,27.5,o
45.7,27.51,o
45.7,27.51,o
45.7,27.5,o
45.7,27.51,o
45.7,27.51,o
45.7,27.5,o
45.7,27.51,o
45.7,27.51,o
45.74,27.51,o
45.74,27.52,o
45.74,27.52,o
45.74,27.51,o
45.77,27.52,o
45.77,27.51,o
45.74,27.51,o
45.74,27.51,o
45.74,27.52,o
45.74,27.52,o
45.74,27.52,o
45.74,27.52,o
45.74,27.51,o
45.74,27.52,o
45.77,27.51,o
45.77,27.51,o
45.77,27.52,o
45.77,27.51,o
45.8,27.52,o
45.77,27.52,o
45.77,27.51,o
45.77,27.52,o
45.77,27.53,o
45.77,27.52,o
45.77,27.52,o
45.77,27.51,o
45.77,27.52,o
45.8,27.52,o
45.8,27.51,o
45.77,27.52,o
45.77,27.52,o
45.8,27.51,o
45.8,27.51,o
45.84,27.52,o
45.84,27.51,o
45.84,27.51,o
45.84,27.52,o
45.84,27.53,o
45.84,27.52,o
45.84,27.52,o
45.84,27.53,o
45.84,27.52,o
45.84,27.53,o
45.84,27.53,o
45.84,27.53,o
45.84,27.51,o
45.87,27.51,o
45.87,27.5,o
45.9,27.48,o
45.93,27.48,o
45.97,27.46,o
46.03,27.47,o
46.1,27.48,o
46.16,27.47,o
46.2,27.46,o
46.16,27.46,o
46.23,27.46,o
46.23,27.45,o
46.13,27.45,o
46.13,27.43,o
46.23,27.43,o
46.03,27.43,o
45.9,27.41,o
45.84,27.42,o
46.0,27.41,o
46.03,27.41,o
46.1,27.4,o
45.93,27.4,o
45.9,27.39,o
45.9,27.38,o
45.97,27.36,o
46.0,27.35,o
46.03,27.33,o
45.8,27.31,o
45.74,27.31,o
45.8,27.3,o
45.74,27.3,o
45.93,27.3,o
45.97,27.29,o
46.03,27.27,o
45.93,27.25,o
45.93,27.26,o
46.0,27.25,o
45.97,27.25,o
45.93,27.27,o
45.87,27.24,o
45.84,27.23,o
45.87,27.23,o
45.84,27.23,o
45.84,27.22,o
45.8,27.21,o
45.7,27.2,o
45.64,27.19,o
45.64,27.18,o
45.8,27.19,o
45.54,27.17,o
45.34,27.14,o
45.34,27.13,o
45.6,27.14,o
45.7,27.13,o
45.74,27.12,o
45.7,27.14,o
45.7,27.12,o
45.67,27.11,o
45.67,27.12,o
45.57,27.11,o
45.57,27.1,o
45.64,27.1,o
45.7,27.09,o
45.67,27.09,o
45.64,27.08,o
45.6,27.07,o
45.57,27.05,o
45.51,27.04,o
45.44,27.04,o
45.51,27.03,o
45.47,27.03,o
45.57,27.03,o
45.57,27.02,o
45.44,27.0,o
45.54,27.0,o
45.54,27.01,o
45.41,27.0,o
45.37,26.98,o
45.37,26.98,o
45.51,26.98,o
45.57,26.97,o
45.54,26.97,o
45.44,26.98,o
45.44,26.95,o
45.37,26.97,o
45.44,26.97,o
45.47,26.94,o
45.44,26.94,o
45.44,26.94,o
45.37,26.92,o
45.37,26.91,o
45.37,26.91,o
45.34,26.91,o
45.31,26.9,o
45.37,26.91,o
45.37,26.91,o
45.18,26.9,o
45.24,26.89,o
45.37,26.89,o
45.31,26.89,o
45.24,26.88,o
45.01,26.88,o
44.91,26.87,o
44.91,26.86,o
44.71,26.86,o
44.78,26.85,o
44.78,26.86,o
44.98,26.85,o
44.98,26.85,o
45.11,26.85,o
45.18,26.85,o
45.14,26.84,o
45.21,26.84,o
45.24,26.84,o
45.24,26.82,o
45.14,26.82,o
45.04,26.82,o
45.11,26.83,o
45.18,26.83,o
45.21,26.81,o
45.11,26.81,o
45.11,26.8,o
45.11,26.79,o
44.95,26.79,o
44.88,26.78,o
45.01,26.77,o
45.11,26.76,o
45.18,26.78,o
44.91,26.77,o
44.71,26.76,o
44.81,26.75,o
44.88,26.75,o
44.95,26.74,o
44.71,26.73,o
44.61,26.74,o
44.58,26.73,o
44.68,26.73,o
44.81,26.71,o
44.88,26.72,o
44.95,26.72,o
44.91,26.71,o
44.91,26.7,o
44.91,26.7,o
44.95,26.7,o
44.95,26.69,o
44.98,26.71,o
44.95,26.69,o
44.91,26.69,o
44.81,26.68,o
44.85,26.68,o
44.98,26.67,o
44.91,26.67,o
44.78,26.66,o
44.88,26.65,o
44.88,26.66,o
44.91,26.65,o
44.95,26.65,o
45.01,26.65,o
45.64,26.65,o
46.07,26.63,o
45.93,26.64,o
45.8,26.63,o
45.77,26.63,o
45.7,26.63,o
45.67,26.65,o
45.54,26.65,o
45.44,26.66,o
45.37,26.67,o
45.34,26.67,o
45.34,26.68,o
45.34,26.68,o
45.34,26.68,o
45.34,26.69,o
45.37,26.7,o
45.34,26.71,o
45.34,26.72,o
45.34,26.73,o
45.37,26.75,o
45.34,26.75,o
45.34,26.76,o
45.28,26.77,o
45.28,26.79,o
45.24,26.79,o
45.18,26.8,o
45.18,26.8,o
45.18,26.82,o
45.18,26.81,o
45.21,26.81,o
45.24,26.82,o
45.24,26.82,o
45.28,26.83,o
45.28,26.84,o
45.31,26.85,o
45.31,26.86,o
45.24,26.87,o
45.21,26.89,o
45.18,26.9,o
45.18,26.9,o
45.18,26.91,o
45.24,26.92,o
45.34,26.93,o
45.37,26.93,o
45.37,26.94,o
45.31,26.95,o
45.31,26.95,o
45.21,26.95,o
45.14,26.94,o
45.18,26.96,o
45.11,26.97,o
45.11,26.96,o
45.11,26.97,o
45.11,26.98,o
45.08,26.99,o
45.04,26.99,o
45.04,26.99,o
45.01,27.0,o
44.98,27.01,o
44.98,27.03,o
44.98,27.03,o
45.01,27.03,o
45.01,27.04,o
45.01,27.05,o
45.01,27.06,o
45.01,27.07,o
45.01,27.07,o
45.01,27.07,o
45.01,27.07,o
45.01,27.06,o
45.01,27.08,o
44.98,27.07,o
44.98,27.07,o
44.95,27.09,o
44.91,27.09,o
44.91,27.09,o
44.91,27.1,o
44.91,27.1,o
44.91,27.12,o
44.91,27.12,o
44.85,27.11,o
44.85,27.12,o
44.85,27.13,o
44.85,27.12,o
44.85,27.13,o
44.88,27.12,o
44.88,27.12,o
44.88,27.13,o
44.88,27.14,o
44.91,27.14,o
44.91,27.13,o
44.91,27.13,o
44.95,27.13,o
44.98,27.13,o
44.98,27.13,o
44.98,27.14,o
44.98,27.15,o
44.98,27.15,o
44.95,27.15,o
44.95,27.15,o
44.98,27.16,o
44.98,27.16,o
44.98,27.18,o
44.98,27.16,o
44.98,27.17,o
44.98,27.18,o
45.01,27.17,o
45.04,27.17,o
45.04,27.17,o
45.04,27.18,o
45.04,27.17,o
45.11,27.18,o
45.14,27.18,o
45.18,27.17,o
45.18,27.18,o
45.18,27.19,o
45.18,27.18,o
45.18,27.19,o
45.18,27.19,o
45.14,27.19,o
45.14,27.19,o
45.18,27.19,o
45.18,27.21,o
45.18,27.21,o
45.21,27.2,o
45.21,27.21,o
45.24,27.19,o
45.24,27.19,o
45.24,27.19,o
45.28,27.2,o
45.24,27.21,o
45.21,27.2,o
45.24,27.2,o
45.24,27.21,o
45.24,27.21,o
45.24,27.21,o
45.24,27.21,o
45.24,27.22,o
45.24,27.22,o
45.24,27.22,o
45.21,27.22,o
45.21,27.22,o
45.21,27.22,o
45.21,27.22,o
45.24,27.23,o
45.24,27.21,o
45.24,27.22,o
45.24,27.22,o
45.24,27.21,o
45.21,27.21,o
45.21,27.21,o
45.21,27.22,o
45.24,27.21,o
45.21,27.22,o
45.21,27.22,o
45.21,27.23,o
45.18,27.23,o
45.21,27.23,o
45.24,27.23,o
45.24,27.25,o
45.24,27.24,o
45.24,27.23,o
45.24,27.23,o
45.24,27.24,o
45.24,27.23,o
45.31,27.24,o
45.28,27.24,o
45.28,27.24,o
45.31,27.25,o
45.31,27.23,o
45.31,27.25,o
45.34,27.25,o
45.31,27.24,o
45.34,27.25,o
45.37,27.25,o
45.37,27.25,o
45.34,27.26,o
45.34,27.25,o
45.34,27.25,o
45.34,27.25,o
45.34,27.26,o
45.34,27.27,o
45.34,27.27,o
45.37,27.26,o
45.37,27.26,o
45.37,27.27,o
45.37,27.26,o
45.37,27.26,o
45.37,27.27,o
45.37,27.26,o
45.37,27.25,o
45.37,27.25,o
45.37,27.27,o
45.37,27.26,o
45.37,27.26,o
45.37,27.25,o
45.37,27.27,o
45.37,27.27,o
45.37,27.28,o
45.37,27.27,o
45.37,27.28,o
45.37,27.28,o
45.37,27.28,o
45.37,27.29,o
45.41,27.29,o
45.41,27.29,o
45.41,27.29,o
45.41,27.28,o
45.41,27.27,o
45.41,27.27,o
45.41,27.29,o
45.44,27.29,o
45.44,27.29,o
45.44,27.29,o
45.44,27.28,o
45.44,27.27,o
45.47,27.29,o
45.51,27.29,o
45.47,27.3,o
45.47,27.28,o
45.51,27.29,o
45.47,27.29,o
45.47,27.29,o
45.47,27.29,o
45.47,27.28,o
45.51,27.29,o
45.47,27.28,o
45.47,27.28,o
45.47,27.27,o
45.51,27.28,o
45.51,27.28,o
45.51,27.28,o
45.51,27.29,o
45.51,27.29,o
45.51,27.29,o
45.51,27.29,o
45.51,27.29,o
45.51,27.3,o
45.51,27.3,o
45.51,27.3,o
45.51,27.3,o
45.51,27.3,o
45.51,27.31,o
45.51,27.31,o
45.51,27.29,o
45.51,27.31,o
45.54,27.31,o
45.51,27.31,o
45.51,27.3,o
45.51,27.3,o
45.54,27.31,o
45.54,27.3,o
45.54,27.31,o
45.57,27.31,o
45.57,27.3,o
45.57,27.31,o
