,,ClusterLabel
42.45,27.05,o
42.45,27.04,o
42.45,27.03,o
42.42,27.03,o
42.42,27.01,o
42.38,27.0,o
42.38,27.0,o
42.38,26.99,o
42.42,26.98,o
42.45,26.98,o
42.45,26.99,o
42.45,26.99,o
42.38,26.99,o
42.35,26.99,o
42.35,26.99,o
42.32,27.0,o
42.25,26.97,o
42.22,26.97,o
42.18,26.96,o
42.18,26.93,o
42.18,26.94,o
42.18,26.93,o
42.22,26.94,o
42.18,26.93,o
42.15,26.93,o
42.12,26.92,o
42.15,26.92,o
42.18,26.91,o
42.12,26.9,o
42.15,26.91,o
42.15,26.89,o
42.12,26.88,o
42.15,26.89,o
42.12,26.86,o
42.12,26.85,o
42.18,26.87,o
42.18,26.85,o
42.12,26.85,o
42.12,26.84,o
42.12,26.82,o
42.05,26.82,o
42.02,26.81,o
42.05,26.8,o
42.05,26.8,o
42.02,26.79,o
42.05,26.77,o
42.05,26.81,o
42.05,26.81,o
42.05,26.81,o
41.98,26.8,o
41.98,26.79,o
41.98,26.78,o
41.98,26.77,o
42.02,26.78,o
41.98,26.77,o
41.98,26.77,o
41.95,26.75,o
41.98,26.74,o
41.98,26.76,o
41.95,26.75,o
41.91,26.75,o
41.91,26.74,o
41.91,26.74,o
41.85,26.73,o
41.88,26.73,o
41.85,26.73,o
41.85,26.73,o
41.85,26.72,o
41.85,26.72,o
41.85,26.73,o
41.85,26.71,o
41.85,26.71,o
41.85,26.7,o
41.85,26.69,o
41.85,26.69,o
41.85,26.67,o
41.85,26.67,o
41.85,26.69,o
41.85,26.69,o
41.85,26.68,o
41.81,26.68,o
41.78,26.65,o
41.78,26.65,o
41.78,26.64,o
41.78,26.64,o
41.78,26.63,o
41.78,26.63,o
41.78,26.63,o
41.78,26.64,o
41.75,26.64,o
41.75,26.66,o
41.75,26.63,o
41.78,26.63,o
41.71,26.63,o
41.75,26.62,o
41.75,26.6,o
41.75,26.62,o
41.78,26.61,o
41.75,26.59,o
41.75,26.59,o
41.78,26.6,o
41.85,26.61,o
41.91,26.61,o
41.95,26.61,o
42.05,26.62,o
42.18,26.62,o
42.25,26.62,o
42.32,26.64,o
42.35,26.66,o
42.38,26.67,o
42.35,26.7,o
42.38,26.71,o
42.38,26.73,o
42.45,26.72,o
42.45,26.73,o
42.45,26.74,o
42.48,26.74,o
42.38,26.75,o
42.35,26.75,o
42.32,26.77,o
42.25,26.79,o
42.25,26.79,o
42.32,26.8,o
42.38,26.8,o
42.45,26.82,o
42.52,26.83,o
42.48,26.83,o
42.48,26.82,o
42.45,26.82,o
42.45,26.84,o
42.48,26.84,o
42.52,26.85,o
42.52,26.85,o
42.52,26.87,o
42.52,26.86,o
42.52,26.89,o
42.52,26.89,o
42.55,26.9,o
42.52,26.89,o
42.52,26.9,o
42.55,26.91,o
42.58,26.91,o
42.58,26.92,o
42.58,26.92,o
42.58,26.92,o
42.55,26.93,o
42.55,26.93,o
42.55,26.92,o
42.55,26.92,o
42.55,26.93,o
42.55,26.94,o
42.58,26.94,o
42.58,26.95,o
42.58,26.96,o
42.58,26.95,o
42.58,26.96,o
42.58,26.96,o
42.58,26.96,o
42.58,26.97,o
42.58,26.97,o
42.58,26.97,o
42.58,26.97,o
42.55,26.97,o
42.58,26.99,o
42.58,26.99,o
42.58,26.99,o
42.58,26.98,o
42.55,26.98,o
42.55,26.99,o
42.55,26.98,o
42.55,26.97,o
42.58,26.99,o
42.58,26.99,o
42.58,26.99,o
42.58,26.99,o
42.62,27.0,o
42.58,27.0,o
42.58,27.0,o
42.58,27.0,o
42.58,27.01,o
42.58,27.01,o
42.58,27.0,o
42.58,27.0,o
42.58,27.01,o
42.58,27.02,o
42.58,27.01,o
42.58,27.01,o
42.58,27.01,o
42.58,27.01,o
42.62,27.01,o
42.58,27.02,o
42.58,27.02,o
42.58,27.03,o
42.58,27.01,o
42.58,27.02,o
42.58,27.02,o
42.58,27.03,o
42.65,27.03,o
42.65,27.03,o
42.65,27.02,o
42.65,27.03,o
42.65,27.03,o
42.65,27.03,o
42.65,27.03,o
42.65,27.05,o
42.65,27.04,o
42.65,27.03,o
42.65,27.03,o
42.62,27.04,o
42.58,27.04,o
42.58,27.04,o
42.58,27.03,o
42.58,27.03,o
42.58,27.04,o
42.58,27.04,o
42.62,27.03,o
42.62,27.04,o
42.62,27.04,o
42.62,27.05,o
42.62,27.05,o
42.62,27.05,o
